Título de trazado: Iner.sumideros.meteo							
N.º	Fecha Tiempo, GMT-05:00	Temp, °C (LGR S/N: 10450278, SEN S/N: 10431781, LBL: AmbTemp)	HR, % (LGR S/N: 10450278, SEN S/N: 10431781, LBL: AmbHR)	Lluvia, mm (LGR S/N: 10450278, SEN S/N: 10440752, LBL: Lluvia)	Dirección del viento, ø (LGR S/N: 10450278, SEN S/N: 10468828, LBL: Direccion del viento)	Velocidad del viento, m/s (LGR S/N: 10450278, SEN S/N: 10470750, LBL: Velocidad del viento)	Velocidad de Ráfagas, m/s (LGR S/N: 10450278, SEN S/N: 10470750, LBL: Velocidad de rafagas)
334	03/25/17 05:51:40 PM	30.293	67.400	0.00	279.4	0.50	2.27
335	03/25/17 06:01:40 PM	30.192	67.500	0.00	251.3	0.50	2.77
336	03/25/17 06:11:40 PM	29.991	68.300	0.00	192.3	0.76	3.78
337	03/25/17 06:21:40 PM	29.790	70.200	0.00	198.0	0.76	3.53
338	03/25/17 06:31:40 PM	29.590	71.700	0.00	209.2	0.50	3.78
339	03/25/17 06:41:40 PM	29.290	73.700	0.00	210.6	0.76	4.53
340	03/25/17 06:51:40 PM	29.265	75.000	0.00	221.8	0.76	4.03
341	03/25/17 07:01:40 PM	29.115	75.700	0.00	214.8	0.76	3.27
342	03/25/17 07:11:40 PM	28.791	76.700	0.00	179.7	1.01	4.03
343	03/25/17 07:21:40 PM	28.593	76.800	0.00	161.5	1.01	3.78
344	03/25/17 07:31:40 PM	28.444	77.100	0.00	122.1	1.01	4.28
345	03/25/17 07:41:40 PM	28.345	78.200	0.00	186.7	0.76	3.53
346	03/25/17 07:51:40 PM	28.295	78.900	0.00	151.6	0.50	2.77
347	03/25/17 08:01:40 PM	28.345	79.000	0.00	172.7	0.25	2.27
348	03/25/17 08:11:40 PM	28.196	79.300	0.00	132.0	0.25	2.27
349	03/25/17 08:21:40 PM	28.196	80.000	0.00	150.2	0.25	2.27
350	03/25/17 08:31:40 PM	28.171	79.600	0.00	105.3	0.25	2.77
351	03/25/17 08:41:40 PM	27.481	79.900	0.00	217.6	0.50	3.78
352	03/25/17 08:51:40 PM	26.842	84.500	0.00	252.7	1.26	4.03
353	03/25/17 09:01:40 PM	26.793	86.200	0.00	304.7	0.00	1.51
354	03/25/17 09:11:40 PM	26.720	87.000	0.00	276.6	0.00	2.01
355	03/25/17 09:21:40 PM	26.769	87.300	0.00	137.6	0.00	0.76
356	03/25/17 09:31:40 PM	26.646	87.200	0.00	213.4	0.00	1.01
357	03/25/17 09:41:40 PM	26.769	87.400	0.00	283.6	0.00	0.25
358	03/25/17 09:51:40 PM	26.916	87.400	0.00	283.6	0.00	0.25
359	03/25/17 10:01:40 PM	26.842	87.300	0.00	306.1	0.00	1.26
360	03/25/17 10:11:40 PM	26.646	87.800	0.00	301.8	0.76	2.52
361	03/25/17 10:21:40 PM	26.573	88.200	0.00	327.1	0.25	2.01
362	03/25/17 10:31:40 PM	26.451	88.100	0.00	352.4	0.00	1.26
363	03/25/17 10:41:40 PM	26.451	88.500	0.00	327.1	0.25	2.27
364	03/25/17 10:51:40 PM	26.304	88.800	0.00	296.2	0.25	1.76
365	03/25/17 11:01:40 PM	26.280	89.100	0.00	293.4	0.50	2.27
366	03/25/17 11:11:40 PM	26.085	89.500	0.00	255.5	0.50	2.77
367	03/25/17 11:21:40 PM	25.744	90.200	0.00	315.9	0.25	2.01
368	03/25/17 11:31:40 PM	25.768	91.400	0.20	276.6	0.25	2.01
369	03/25/17 11:41:40 PM	25.647	92.000	0.00	148.8	0.50	3.02
370	03/25/17 11:51:40 PM	25.283	92.400	0.20	174.1	2.52	6.30
371	03/26/17 12:01:40 AM	24.532	92.500	0.40	183.9	1.01	4.53
372	03/26/17 12:11:40 AM	24.171	93.200	1.20	182.5	1.51	4.53
373	03/26/17 12:21:40 AM	23.857	93.300	1.80	174.1	0.76	3.78
374	03/26/17 12:31:40 AM	24.122	93.600	0.00	186.7	0.76	3.27
375	03/26/17 12:41:40 AM	24.267	93.500	0.00	178.3	1.26	3.27
376	03/26/17 12:51:40 AM	24.412	93.300	0.00	192.3	0.50	2.01
377	03/26/17 01:01:40 AM	24.484	93.000	0.00	175.5	0.00	1.51
378	03/26/17 01:11:40 AM	24.653	92.800	0.00	202.2	0.00	1.76
379	03/26/17 01:21:40 AM	24.653	92.800	0.00	190.9	0.00	1.01
380	03/26/17 01:31:40 AM	24.653	92.900	0.00	175.5	0.00	1.26
381	03/26/17 01:41:40 AM	24.629	93.200	0.00	195.1	0.25	2.01
382	03/26/17 01:51:40 AM	24.677	93.600	0.00	189.5	0.00	1.51
383	03/26/17 02:01:40 AM	24.677	93.900	0.00	200.8	0.00	1.51
384	03/26/17 02:11:40 AM	24.750	94.200	0.00	203.6	0.00	2.52
385	03/26/17 02:21:40 AM	24.798	94.600	0.00	195.1	0.25	2.01
386	03/26/17 02:31:40 AM	24.823	94.900	0.00	198.0	0.25	2.01
387	03/26/17 02:41:40 AM	24.774	95.200	0.00	212.0	0.50	3.02
388	03/26/17 02:51:40 AM	24.532	95.400	0.00	202.2	1.26	4.28
389	03/26/17 03:01:40 AM	24.460	95.600	0.00	202.2	1.01	4.78
390	03/26/17 03:11:40 AM	24.363	95.700	0.00	212.0	0.76	4.03
391	03/26/17 03:21:40 AM	24.146	95.900	0.00	205.0	0.76	4.03
392	03/26/17 03:31:40 AM	23.713	96.200	1.60	196.5	1.26	4.28
393	03/26/17 03:41:40 AM	23.809	96.700	1.20	199.4	0.76	3.27
394	03/26/17 03:51:40 AM	23.593	96.900	0.20	196.5	0.76	3.27
395	03/26/17 04:01:40 AM	23.665	97.100	0.40	196.5	1.01	4.28
396	03/26/17 04:11:40 AM	23.713	97.300	0.40	188.1	0.50	2.52
397	03/26/17 04:21:40 AM	23.785	97.500	0.20	176.9	0.25	2.27
398	03/26/17 04:31:40 AM	23.833	97.600	0.40	189.5	0.25	2.77
399	03/26/17 04:41:40 AM	23.785	97.700	0.20	188.1	0.25	2.27
400	03/26/17 04:51:40 AM	23.857	97.900	0.00	186.7	0.00	1.51
401	03/26/17 05:01:40 AM	23.954	97.900	0.20	189.5	0.00	1.01
402	03/26/17 05:11:40 AM	24.002	98.000	0.20	183.9	0.00	1.26
403	03/26/17 05:21:40 AM	24.026	98.100	0.00	190.9	0.00	0.76
404	03/26/17 05:31:40 AM	23.954	98.200	0.00	181.1	0.00	2.27
405	03/26/17 05:41:40 AM	23.954	98.300	0.00	183.9	0.00	1.51
406	03/26/17 05:51:40 AM	23.881	98.400	0.20	178.3	0.50	2.77
407	03/26/17 06:01:40 AM	23.833	98.500	0.00	179.7	0.25	1.76
408	03/26/17 06:11:40 AM	23.930	98.600	0.00	199.4	0.00	2.01
409	03/26/17 06:21:40 AM	23.954	98.600	0.00	200.8	0.00	1.76
410	03/26/17 06:31:40 AM	23.978	98.700	0.00	183.9	0.00	1.26
411	03/26/17 06:41:40 AM	24.002	98.700	0.00	189.5	0.25	2.01
412	03/26/17 06:51:40 AM	24.074	98.700	0.00	196.5	0.00	2.52
413	03/26/17 07:01:40 AM	24.122	98.800	0.00	181.1	0.25	2.77
414	03/26/17 07:11:40 AM	24.171	98.800	0.00	183.9	0.25	2.01
415	03/26/17 07:21:40 AM	24.243	98.800	0.20	185.3	0.25	2.01
416	03/26/17 07:31:40 AM	24.315	98.800	0.00	186.7	0.00	1.51
417	03/26/17 07:41:40 AM	24.388	98.800	0.20	190.9	0.00	1.51
418	03/26/17 07:51:40 AM	24.508	98.900	0.00	195.1	0.00	1.01
419	03/26/17 08:01:40 AM	24.653	98.900	0.20	185.3	0.00	1.26
420	03/26/17 08:11:40 AM	24.823	98.900	0.00	183.9	0.00	1.51
421	03/26/17 08:21:40 AM	25.016	98.900	0.00	198.0	0.00	2.01
422	03/26/17 08:31:40 AM	25.040	98.900	0.00	171.3	0.25	1.76
423	03/26/17 08:41:40 AM	25.355	98.800	0.00	183.9	0.25	2.52
424	03/26/17 08:51:40 AM	25.428	98.500	0.00	178.3	0.76	3.02
425	03/26/17 09:01:40 AM	25.914	98.100	0.00	172.7	0.25	2.01
426	03/26/17 09:11:40 AM	26.134	97.600	0.00	181.1	0.00	1.51
427	03/26/17 09:21:40 AM	26.353	96.900	0.00	213.4	0.25	1.51
428	03/26/17 09:31:40 AM	26.598	96.100	0.00	205.0	0.25	1.76
429	03/26/17 09:41:40 AM	26.891	94.800	0.00	189.5	0.25	2.52
430	03/26/17 09:51:40 AM	27.382	93.100	0.00	210.6	0.25	2.77
431	03/26/17 10:01:40 AM	27.949	91.000	0.00	227.4	0.25	2.01
432	03/26/17 10:11:40 AM	29.190	88.700	0.00	36.5	0.00	1.51
433	03/26/17 10:21:40 AM	29.464	86.100	0.00	249.9	0.00	0.50
434	03/26/17 10:31:40 AM	29.490	84.000	0.00	109.5	0.00	1.51
435	03/26/17 10:41:40 AM	29.065	83.600	0.00	2.8	0.00	1.01
436	03/26/17 10:51:40 AM	28.916	84.200	0.00	332.7	0.25	1.51
437	03/26/17 11:01:40 AM	28.916	84.000	0.00	15.4	0.25	1.76
438	03/26/17 11:11:40 AM	29.265	82.800	0.00	2.8	0.25	2.01
439	03/26/17 11:21:40 AM	29.365	81.200	0.00	14.0	0.50	2.27
440	03/26/17 11:31:40 AM	29.464	80.700	0.00	15.4	0.50	2.77
441	03/26/17 11:41:40 AM	29.590	80.500	0.00	328.5	0.76	2.52
442	03/26/17 11:51:40 AM	29.015	80.500	0.00	349.6	1.76	4.03
443	03/26/17 12:01:40 PM	29.090	80.500	0.00	348.2	1.51	4.03
444	03/26/17 12:11:40 PM	29.290	80.100	0.00	346.8	2.01	5.04
445	03/26/17 12:21:40 PM	29.590	78.600	0.00	334.1	1.51	4.53
446	03/26/17 12:31:40 PM	29.991	77.000	0.00	342.6	1.26	4.53
447	03/26/17 12:41:40 PM	30.748	75.900	0.00	342.6	2.01	5.04
448	03/26/17 12:51:40 PM	30.596	74.500	0.00	349.6	1.76	5.04
449	03/26/17 01:01:40 PM	30.545	75.100	0.00	336.9	2.01	5.04
450	03/26/17 01:11:40 PM	31.204	75.400	0.00	344.0	1.26	4.28
451	03/26/17 01:21:40 PM	31.842	73.700	0.00	349.6	1.01	5.04
452	03/26/17 01:31:40 PM	32.073	70.200	0.00	2.8	1.26	3.78
453	03/26/17 01:41:40 PM	32.691	69.200	0.00	336.9	0.50	2.01
454	03/26/17 01:51:40 PM	31.612	69.900	0.00	11.2	0.25	2.52
455	03/26/17 02:01:40 PM	31.459	71.300	0.00	342.6	1.01	3.27
456	03/26/17 02:11:40 PM	31.791	70.900	0.00	16.8	0.25	3.02
457	03/26/17 02:21:40 PM	31.204	71.600	0.00	115.1	1.01	2.77
458	03/26/17 02:31:40 PM	31.281	72.100	0.00	106.7	1.01	3.02
459	03/26/17 02:41:40 PM	31.868	70.600	0.00	88.4	0.25	2.01
460	03/26/17 02:51:40 PM	31.868	70.100	0.00	143.2	0.50	3.02
461	03/26/17 03:01:40 PM	33.835	66.900	0.00	329.9	0.25	2.01
462	03/26/17 03:11:40 PM	33.001	64.600	0.00	310.3	0.25	3.02
463	03/26/17 03:21:40 PM	32.278	66.700	0.00	61.8	0.50	2.77
464	03/26/17 03:31:40 PM	33.861	67.300	0.00	179.7	0.25	2.01
465	03/26/17 03:41:40 PM	32.381	65.500	0.00	167.1	0.25	2.01
466	03/26/17 03:51:40 PM	31.996	66.600	0.00	178.3	0.25	2.01
467	03/26/17 04:01:40 PM	31.026	70.500	0.00	289.2	1.01	2.77
468	03/26/17 04:11:40 PM	30.520	73.100	0.00	283.6	1.51	3.53
469	03/26/17 04:21:40 PM	28.941	76.100	0.00	182.5	2.01	7.55
470	03/26/17 04:31:40 PM	29.590	76.800	0.00	164.3	1.26	3.02
471	03/26/17 04:41:40 PM	29.690	73.800	0.00	199.4	1.01	3.53
472	03/26/17 04:51:40 PM	29.715	71.600	0.00	171.3	1.76	3.78
473	03/26/17 05:01:40 PM	29.665	72.800	0.00	181.1	1.26	3.02
474	03/26/17 05:11:40 PM	29.340	73.000	0.00	209.2	0.50	4.03
475	03/26/17 05:21:40 PM	29.040	75.000	0.00	182.5	1.76	5.04
476	03/26/17 05:31:40 PM	29.389	75.500	0.00	199.4	0.25	2.52
477	03/26/17 05:41:40 PM	29.315	74.900	0.00	174.1	0.50	3.02
478	03/26/17 05:51:40 PM	29.115	75.400	0.00	185.3	0.50	2.77
479	03/26/17 06:01:40 PM	28.941	75.900	0.00	185.3	0.25	2.01
480	03/26/17 06:11:40 PM	28.841	76.600	0.00	169.9	0.76	2.27
481	03/26/17 06:21:40 PM	29.040	74.300	0.00	219.0	0.50	2.52
482	03/26/17 06:31:40 PM	29.340	71.400	0.00	172.7	0.50	3.27
483	03/26/17 06:41:40 PM	29.315	70.800	0.00	189.5	0.00	1.76
484	03/26/17 06:51:40 PM	28.941	72.800	0.00	178.3	0.50	3.02
485	03/26/17 07:01:40 PM	28.568	76.800	0.00	189.5	0.76	4.78
486	03/26/17 07:11:40 PM	28.345	81.100	0.00	186.7	1.26	4.78
487	03/26/17 07:21:40 PM	28.320	83.400	0.00	181.1	1.26	4.53
488	03/26/17 07:31:40 PM	28.270	83.900	0.00	200.8	0.76	3.78
489	03/26/17 07:41:40 PM	27.924	83.700	0.00	155.8	0.50	3.02
490	03/26/17 07:51:40 PM	27.136	83.200	0.00	190.9	0.76	5.79
491	03/26/17 08:01:40 PM	26.426	83.500	0.00	195.1	1.01	4.03
492	03/26/17 08:11:40 PM	26.549	85.200	0.00	203.6	0.50	3.53
493	03/26/17 08:21:40 PM	26.744	84.400	0.00	134.8	0.25	3.02
494	03/26/17 08:31:40 PM	25.866	83.600	0.00	324.3	0.76	4.28
495	03/26/17 08:41:40 PM	26.109	87.300	0.20	355.2	2.27	4.78
496	03/26/17 08:51:40 PM	25.428	86.800	0.20	353.8	1.76	5.04
497	03/26/17 09:01:40 PM	24.219	91.000	0.80	345.4	2.01	4.28
498	03/26/17 09:11:40 PM	24.291	93.700	1.00	342.6	0.50	3.02
499	03/26/17 09:21:40 PM	24.315	94.100	0.60	344.0	0.25	1.76
500	03/26/17 09:31:40 PM	24.557	94.400	0.60	341.2	0.00	1.01
501	03/26/17 09:41:40 PM	24.653	94.500	0.20	338.3	0.00	0.00
502	03/26/17 09:51:40 PM	24.581	94.700	0.00	227.4	0.00	1.01
503	03/26/17 10:01:40 PM	24.702	94.900	0.00	176.9	0.00	0.00
504	03/26/17 10:11:40 PM	24.798	95.100	0.00	176.9	0.00	0.00
505	03/26/17 10:21:40 PM	24.774	95.200	0.00	176.9	0.00	0.00
506	03/26/17 10:31:40 PM	24.944	95.400	0.00	176.9	0.00	0.00
507	03/26/17 10:41:40 PM	25.040	95.500	0.00	140.4	0.00	0.50
508	03/26/17 10:51:40 PM	24.944	95.500	0.00	120.7	0.00	1.26
509	03/26/17 11:01:40 PM	24.702	95.500	0.00	102.5	0.00	0.50
510	03/26/17 11:11:40 PM	24.823	95.400	0.00	102.5	0.00	0.00
511	03/26/17 11:21:40 PM	25.016	95.400	0.00	102.5	0.00	0.00
512	03/26/17 11:31:40 PM	25.162	95.300	0.20	102.5	0.00	0.00
513	03/26/17 11:41:40 PM	25.210	95.300	0.00	102.5	0.00	0.00
514	03/26/17 11:51:40 PM	25.162	95.400	0.00	102.5	0.00	0.00
515	03/27/17 12:01:40 AM	25.089	95.500	0.20	102.5	0.00	0.00
516	03/27/17 12:11:40 AM	25.089	95.600	0.00	102.5	0.00	0.00
517	03/27/17 12:21:40 AM	25.089	95.700	0.00	102.5	0.00	0.00
518	03/27/17 12:31:40 AM	25.113	95.800	0.00	102.5	0.00	0.00
519	03/27/17 12:41:40 AM	25.065	95.700	0.00	102.5	0.00	0.00
520	03/27/17 12:51:40 AM	25.137	95.800	0.00	102.5	0.00	0.00
521	03/27/17 01:01:40 AM	25.162	95.800	0.00	102.5	0.00	0.00
522	03/27/17 01:11:40 AM	25.162	95.800	0.00	112.3	0.00	0.25
523	03/27/17 01:21:40 AM	25.137	95.800	0.00	143.2	0.00	0.00
524	03/27/17 01:31:40 AM	25.210	95.800	0.00	113.7	0.00	0.76
525	03/27/17 01:41:40 AM	25.283	96.200	0.00	50.5	0.00	1.01
526	03/27/17 01:51:40 AM	25.234	96.600	0.00	51.9	0.00	1.01
527	03/27/17 02:01:40 AM	25.210	96.700	0.00	54.8	0.00	1.26
528	03/27/17 02:11:40 AM	25.234	96.800	0.00	49.1	0.00	0.50
529	03/27/17 02:21:40 AM	25.186	96.900	0.00	130.6	0.00	0.50
530	03/27/17 02:31:40 AM	25.016	97.100	0.00	151.6	0.00	0.00
531	03/27/17 02:41:40 AM	24.968	97.100	0.00	154.4	0.00	0.00
532	03/27/17 02:51:40 AM	24.919	97.100	0.00	154.4	0.00	0.00
533	03/27/17 03:01:40 AM	24.847	97.200	0.00	154.4	0.00	0.00
534	03/27/17 03:11:40 AM	24.823	97.200	0.00	154.4	0.00	0.00
535	03/27/17 03:21:40 AM	24.847	97.200	0.00	154.4	0.00	0.00
536	03/27/17 03:31:40 AM	24.919	97.200	0.00	154.4	0.00	0.00
537	03/27/17 03:41:40 AM	24.919	97.200	0.00	172.7	0.00	1.01
538	03/27/17 03:51:40 AM	24.944	97.200	0.00	294.8	0.00	0.25
539	03/27/17 04:01:40 AM	24.944	97.200	0.20	300.4	0.00	0.00
540	03/27/17 04:11:40 AM	24.968	97.100	0.00	300.4	0.00	0.00
541	03/27/17 04:21:40 AM	24.992	97.100	0.00	300.4	0.00	0.00
542	03/27/17 04:31:40 AM	25.162	97.100	0.00	300.4	0.00	0.00
543	03/27/17 04:41:40 AM	25.113	97.100	0.00	233.1	0.00	0.76
544	03/27/17 04:51:40 AM	25.113	97.100	0.00	224.6	0.00	0.25
545	03/27/17 05:01:40 AM	25.040	97.100	0.00	216.2	0.00	0.00
546	03/27/17 05:11:40 AM	24.992	97.100	0.00	216.2	0.00	0.00
547	03/27/17 05:21:40 AM	25.016	97.100	0.00	216.2	0.00	0.00
548	03/27/17 05:31:40 AM	25.065	97.200	0.00	216.2	0.00	0.00
549	03/27/17 05:41:40 AM	24.992	97.200	0.00	216.2	0.00	0.00
550	03/27/17 05:51:40 AM	24.944	97.300	0.00	216.2	0.00	0.00
551	03/27/17 06:01:40 AM	25.016	97.300	0.00	216.2	0.00	0.00
552	03/27/17 06:11:40 AM	25.089	97.400	0.00	216.2	0.00	0.00
553	03/27/17 06:21:40 AM	25.065	97.400	0.00	220.4	0.00	0.25
554	03/27/17 06:31:40 AM	25.040	97.500	0.00	324.3	0.00	0.50
555	03/27/17 06:41:40 AM	25.065	97.600	0.00	331.3	0.00	1.01
556	03/27/17 06:51:40 AM	25.137	97.700	0.00	349.6	0.00	0.76
557	03/27/17 07:01:40 AM	25.137	97.800	0.00	349.6	0.00	1.26
558	03/27/17 07:11:40 AM	25.162	97.900	0.00	336.9	0.25	1.51
559	03/27/17 07:21:40 AM	25.210	97.900	0.00	271.0	0.50	2.01
560	03/27/17 07:31:40 AM	25.574	98.100	0.00	268.1	0.25	2.27
561	03/27/17 07:41:40 AM	25.744	98.100	0.00	273.8	0.50	2.01
562	03/27/17 07:51:40 AM	25.768	97.900	0.00	282.2	0.50	1.76
563	03/27/17 08:01:40 AM	26.061	97.700	0.00	280.8	0.25	1.51
564	03/27/17 08:11:40 AM	26.207	97.300	0.00	271.0	0.25	1.51
565	03/27/17 08:21:40 AM	26.207	96.700	0.00	294.8	0.50	2.01
566	03/27/17 08:31:40 AM	26.304	96.000	0.00	283.6	0.25	2.01
567	03/27/17 08:41:40 AM	26.891	95.200	0.00	279.4	0.25	2.01
568	03/27/17 08:51:40 AM	26.793	94.100	0.00	285.0	0.25	2.27
569	03/27/17 09:01:40 AM	27.112	93.300	0.00	273.8	0.25	1.76
570	03/27/17 09:11:40 AM	27.382	91.800	0.00	285.0	0.25	1.76
571	03/27/17 09:21:40 AM	27.850	90.700	0.00	294.8	0.00	1.26
572	03/27/17 09:31:40 AM	27.530	89.500	0.00	85.6	0.25	2.01
573	03/27/17 09:41:40 AM	27.751	88.900	0.00	115.1	0.76	3.02
574	03/27/17 09:51:40 AM	28.147	87.700	0.00	87.0	0.50	2.27
575	03/27/17 10:01:40 AM	29.565	86.600	0.00	179.7	0.50	2.52
576	03/27/17 10:11:40 AM	28.816	84.200	0.00	105.3	0.50	1.76
577	03/27/17 10:21:40 AM	29.315	84.200	0.00	150.2	0.50	2.01
578	03/27/17 10:31:40 AM	29.290	83.000	0.00	63.2	0.25	2.01
579	03/27/17 10:41:40 AM	28.866	82.900	0.00	224.6	0.76	2.27
580	03/27/17 10:51:40 AM	28.245	82.800	0.00	113.7	1.26	3.78
581	03/27/17 11:01:40 AM	28.692	84.200	0.00	254.1	0.76	3.78
582	03/27/17 11:11:40 AM	29.240	83.600	0.00	139.0	0.50	3.02
583	03/27/17 11:21:40 AM	29.715	81.000	0.00	19.7	0.50	2.52
584	03/27/17 11:31:40 AM	29.941	80.600	0.00	95.5	0.76	3.53
585	03/27/17 11:41:40 AM	29.865	80.700	0.00	5.6	0.50	2.77
586	03/27/17 11:51:40 AM	29.414	81.200	0.00	205.0	0.76	3.78
587	03/27/17 12:01:40 PM	29.215	82.100	0.00	338.3	1.26	5.04
588	03/27/17 12:11:40 PM	30.142	80.600	0.00	169.9	0.76	4.03
589	03/27/17 12:21:40 PM	29.640	78.700	0.00	94.1	1.01	3.27
590	03/27/17 12:31:40 PM	29.540	80.200	0.00	256.9	0.76	3.27
591	03/27/17 12:41:40 PM	30.646	80.400	0.00	171.3	0.76	2.52
592	03/27/17 12:51:40 PM	31.306	77.900	0.00	169.9	0.76	3.02
593	03/27/17 01:01:40 PM	32.047	76.400	0.00	314.5	1.01	3.02
594	03/27/17 01:11:40 PM	30.596	76.400	0.00	278.0	1.26	4.03
595	03/27/17 01:21:40 PM	31.052	76.200	0.00	158.6	1.01	4.28
596	03/27/17 01:31:40 PM	29.815	76.800	0.00	60.4	1.76	5.29
597	03/27/17 01:41:40 PM	29.815	77.700	0.00	124.9	1.51	5.29
598	03/27/17 01:51:40 PM	31.179	77.600	0.00	155.8	0.76	5.29
599	03/27/17 02:01:40 PM	30.369	75.500	0.00	57.6	1.51	6.30
600	03/27/17 02:11:40 PM	30.192	76.900	0.00	87.0	1.51	5.04
601	03/27/17 02:21:40 PM	29.966	77.600	0.00	50.5	1.51	6.30
602	03/27/17 02:31:40 PM	30.217	77.600	0.00	61.8	1.26	4.53
603	03/27/17 02:41:40 PM	30.545	76.300	0.00	113.7	1.01	4.28
604	03/27/17 02:51:40 PM	30.444	76.200	0.00	223.2	0.50	2.27
605	03/27/17 03:01:40 PM	30.041	76.200	0.00	95.5	1.76	4.78
606	03/27/17 03:11:40 PM	29.565	77.300	0.00	96.9	1.76	4.78
607	03/27/17 03:21:40 PM	30.016	77.600	0.00	103.9	1.51	4.03
608	03/27/17 03:31:40 PM	30.268	77.300	0.00	85.6	1.51	5.54
609	03/27/17 03:41:40 PM	29.740	77.300	0.00	67.4	1.76	5.79
610	03/27/17 03:51:40 PM	30.596	76.800	0.00	92.7	1.76	4.78
611	03/27/17 04:01:40 PM	30.900	75.500	0.00	198.0	0.25	3.02
612	03/27/17 04:11:40 PM	31.230	74.000	0.00	130.6	0.76	3.27
613	03/27/17 04:21:40 PM	31.230	73.100	0.00	248.5	1.01	4.28
614	03/27/17 04:31:40 PM	30.925	72.800	0.00	120.7	1.26	4.53
615	03/27/17 04:41:40 PM	31.153	74.000	0.00	133.4	1.01	3.78
616	03/27/17 04:51:40 PM	30.621	73.700	0.00	78.6	1.01	4.53
617	03/27/17 05:01:40 PM	30.293	74.300	0.00	101.1	1.26	4.28
618	03/27/17 05:11:40 PM	30.469	75.000	0.00	162.9	0.50	2.77
619	03/27/17 05:21:40 PM	30.192	75.300	0.00	96.9	0.50	2.52
620	03/27/17 05:31:40 PM	30.343	74.800	0.00	150.2	0.25	1.76
621	03/27/17 05:41:40 PM	29.640	74.300	0.00	217.6	0.50	4.28
622	03/27/17 05:51:40 PM	28.617	74.300	0.00	133.4	1.51	4.03
623	03/27/17 06:01:40 PM	28.717	72.300	0.00	132.0	1.01	3.02
624	03/27/17 06:11:40 PM	28.048	70.900	0.00	148.8	0.76	2.77
625	03/27/17 06:21:40 PM	27.974	72.700	0.00	137.6	0.76	3.27
626	03/27/17 06:31:40 PM	27.776	74.700	0.00	140.4	0.76	2.52
627	03/27/17 06:41:40 PM	27.628	76.000	0.00	158.6	0.50	3.53
628	03/27/17 06:51:40 PM	27.628	78.700	0.00	186.7	1.01	3.53
629	03/27/17 07:01:40 PM	27.628	79.000	0.00	190.9	1.26	4.78
630	03/27/17 07:11:40 PM	27.899	78.500	0.00	205.0	0.76	3.27
631	03/27/17 07:21:40 PM	28.196	78.700	0.00	186.7	1.26	4.78
632	03/27/17 07:31:40 PM	28.147	79.300	0.00	195.1	1.01	3.78
633	03/27/17 07:41:40 PM	28.048	79.900	0.00	212.0	1.26	5.04
634	03/27/17 07:51:40 PM	27.899	80.000	0.00	212.0	0.76	3.78
635	03/27/17 08:01:40 PM	27.801	80.400	0.00	224.6	0.50	2.77
636	03/27/17 08:11:40 PM	27.825	81.000	0.00	193.7	0.50	3.53
637	03/27/17 08:21:40 PM	27.677	81.000	0.00	206.4	0.25	2.52
638	03/27/17 08:31:40 PM	27.505	81.300	0.00	206.4	0.50	2.77
639	03/27/17 08:41:40 PM	27.505	82.100	0.00	213.4	0.25	2.52
640	03/27/17 08:51:40 PM	27.677	82.700	0.00	205.0	0.50	3.02
641	03/27/17 09:01:40 PM	27.702	83.000	0.00	214.8	0.76	3.53
642	03/27/17 09:11:40 PM	27.702	83.500	0.00	196.5	1.01	4.28
643	03/27/17 09:21:40 PM	27.677	84.000	0.00	147.4	0.50	3.78
644	03/27/17 09:31:40 PM	27.628	84.400	0.00	144.6	0.25	3.53
645	03/27/17 09:41:40 PM	27.628	84.500	0.00	207.8	0.25	2.77
646	03/27/17 09:51:40 PM	27.505	84.800	0.00	207.8	0.00	2.01
647	03/27/17 10:01:40 PM	27.431	85.600	0.00	220.4	0.25	2.52
648	03/27/17 10:11:40 PM	27.358	86.400	0.00	200.8	0.25	3.02
649	03/27/17 10:21:40 PM	27.235	86.900	0.00	209.2	0.25	2.27
650	03/27/17 10:31:40 PM	27.136	87.600	0.00	210.6	0.76	3.02
651	03/27/17 10:41:40 PM	27.038	88.200	0.00	212.0	0.76	3.78
652	03/27/17 10:51:40 PM	26.989	88.800	0.00	206.4	0.76	4.03
653	03/27/17 11:01:40 PM	26.916	89.200	0.00	202.2	0.50	3.78
654	03/27/17 11:11:40 PM	26.891	89.600	0.00	214.8	0.50	3.27
655	03/27/17 11:21:40 PM	26.818	89.900	0.00	212.0	0.50	3.53
656	03/27/17 11:31:40 PM	26.720	90.300	0.00	210.6	0.76	3.53
657	03/27/17 11:41:40 PM	26.646	90.600	0.00	207.8	0.50	3.78
658	03/27/17 11:51:40 PM	26.598	91.000	0.00	209.2	0.76	4.28
659	03/28/17 12:01:40 AM	26.573	91.300	0.00	202.2	0.50	4.78
660	03/28/17 12:11:40 AM	26.524	91.500	0.00	206.4	0.50	3.78
661	03/28/17 12:21:40 AM	26.524	91.600	0.00	202.2	0.76	3.27
662	03/28/17 12:31:40 AM	26.475	91.600	0.00	200.8	0.50	2.77
663	03/28/17 12:41:40 AM	26.378	91.700	0.00	207.8	0.76	3.78
664	03/28/17 12:51:40 AM	26.378	91.900	0.00	202.2	0.76	3.27
665	03/28/17 01:01:40 AM	26.353	92.100	0.00	219.0	0.50	3.27
666	03/28/17 01:11:40 AM	26.378	92.100	0.00	209.2	0.76	4.03
